"sample_ID,N,10,0","COUNT,N,10,0","AREA,N,19,11","MIN,N,19,11","MAX,N,19,11","RANGE,N,19,11","MEAN,N,19,11","STD,N,19,11","SUM,N,19,11"
7213,1,1000000,0.728891902,0.728891902,0,0.728891902,0,0.728891902
7214,1,1000000,0.689949275,0.689949275,0,0.689949275,0,0.689949275
7215,1,1000000,0.669588804,0.669588804,0,0.669588804,0,0.669588804
7216,1,1000000,0.847344974,0.847344974,0,0.847344974,0,0.847344974
7217,1,1000000,0.724640423,0.724640423,0,0.724640423,0,0.724640423
7218,1,1000000,0.714626392,0.714626392,0,0.714626392,0,0.714626392
7219,1,1000000,0.755787783,0.755787783,0,0.755787783,0,0.755787783
7220,1,1000000,0.749884503,0.749884503,0,0.749884503,0,0.749884503
7221,1,1000000,0.855985743,0.855985743,0,0.855985743,0,0.855985743
7222,1,1000000,0.745344674,0.745344674,0,0.745344674,0,0.745344674
7223,1,1000000,0.712239024,0.712239024,0,0.712239024,0,0.712239024
7224,1,1000000,0.999983344,0.999983344,0,0.999983344,0,0.999983344
7225,1,1000000,0.735740047,0.735740047,0,0.735740047,0,0.735740047
7226,1,1000000,0.737064719,0.737064719,0,0.737064719,0,0.737064719
7227,1,1000000,0.715846404,0.715846404,0,0.715846404,0,0.715846404
7228,1,1000000,0.696460061,0.696460061,0,0.696460061,0,0.696460061
7229,1,1000000,0.655259677,0.655259677,0,0.655259677,0,0.655259677
7230,1,1000000,0.809990663,0.809990663,0,0.809990663,0,0.809990663
7231,1,1000000,0.759571307,0.759571307,0,0.759571307,0,0.759571307
7232,1,1000000,0.993363066,0.993363066,0,0.993363066,0,0.993363066
7233,1,1000000,0.551145032,0.551145032,0,0.551145032,0,0.551145032
7234,1,1000000,0.738821491,0.738821491,0,0.738821491,0,0.738821491
7235,1,1000000,0.616880675,0.616880675,0,0.616880675,0,0.616880675
7236,1,1000000,0.717156786,0.717156786,0,0.717156786,0,0.717156786
7237,1,1000000,0.722624917,0.722624917,0,0.722624917,0,0.722624917
7238,1,1000000,0.872719284,0.872719284,0,0.872719284,0,0.872719284
7239,1,1000000,0.707504222,0.707504222,0,0.707504222,0,0.707504222
7240,1,1000000,0.775051706,0.775051706,0,0.775051706,0,0.775051706
7241,1,1000000,0.980596651,0.980596651,0,0.980596651,0,0.980596651
7242,1,1000000,0.755150559,0.755150559,0,0.755150559,0,0.755150559
7243,1,1000000,0.989555695,0.989555695,0,0.989555695,0,0.989555695
7244,1,1000000,0.987779088,0.987779088,0,0.987779088,0,0.987779088
7245,1,1000000,0.999191736,0.999191736,0,0.999191736,0,0.999191736
7246,1,1000000,0.649647782,0.649647782,0,0.649647782,0,0.649647782
7247,1,1000000,0.733935333,0.733935333,0,0.733935333,0,0.733935333
7248,1,1000000,0.828080423,0.828080423,0,0.828080423,0,0.828080423
7249,1,1000000,0.609753227,0.609753227,0,0.609753227,0,0.609753227
7250,1,1000000,0.874513039,0.874513039,0,0.874513039,0,0.874513039
7251,1,1000000,0.664115524,0.664115524,0,0.664115524,0,0.664115524
7252,1,1000000,0.598720532,0.598720532,0,0.598720532,0,0.598720532
7253,1,1000000,0.676080269,0.676080269,0,0.676080269,0,0.676080269
7254,1,1000000,0.962675435,0.962675435,0,0.962675435,0,0.962675435
7255,1,1000000,0.994987435,0.994987435,0,0.994987435,0,0.994987435
7256,1,1000000,0.678277759,0.678277759,0,0.678277759,0,0.678277759
7257,1,1000000,0.999883234,0.999883234,0,0.999883234,0,0.999883234
7258,1,1000000,0.787500527,0.787500527,0,0.787500527,0,0.787500527
7259,1,1000000,0.741734992,0.741734992,0,0.741734992,0,0.741734992
7260,1,1000000,0.734427037,0.734427037,0,0.734427037,0,0.734427037
7261,1,1000000,0.910979842,0.910979842,0,0.910979842,0,0.910979842
7262,1,1000000,0.939703982,0.939703982,0,0.939703982,0,0.939703982
7263,1,1000000,0.780030545,0.780030545,0,0.780030545,0,0.780030545
7264,1,1000000,0.978903735,0.978903735,0,0.978903735,0,0.978903735
7265,1,1000000,0.755690315,0.755690315,0,0.755690315,0,0.755690315
7266,1,1000000,0.758198968,0.758198968,0,0.758198968,0,0.758198968
7267,1,1000000,0.766277898,0.766277898,0,0.766277898,0,0.766277898
7268,1,1000000,0.790443777,0.790443777,0,0.790443777,0,0.790443777
7269,1,1000000,0.744785554,0.744785554,0,0.744785554,0,0.744785554
7270,1,1000000,0.774929482,0.774929482,0,0.774929482,0,0.774929482
7271,1,1000000,0.830165525,0.830165525,0,0.830165525,0,0.830165525
7272,1,1000000,0.734503987,0.734503987,0,0.734503987,0,0.734503987
7273,1,1000000,0.965605759,0.965605759,0,0.965605759,0,0.965605759
7274,1,1000000,0.749773576,0.749773576,0,0.749773576,0,0.749773576
7275,1,1000000,0.749111479,0.749111479,0,0.749111479,0,0.749111479
7276,1,1000000,0.795153965,0.795153965,0,0.795153965,0,0.795153965
7277,1,1000000,0.806869049,0.806869049,0,0.806869049,0,0.806869049
7278,1,1000000,0.85202832,0.85202832,0,0.85202832,0,0.85202832
7279,1,1000000,0.858334359,0.858334359,0,0.858334359,0,0.858334359
7280,1,1000000,0.747990042,0.747990042,0,0.747990042,0,0.747990042
7281,1,1000000,0.755745703,0.755745703,0,0.755745703,0,0.755745703
7282,1,1000000,0.745166709,0.745166709,0,0.745166709,0,0.745166709
7283,1,1000000,0.751111514,0.751111514,0,0.751111514,0,0.751111514
7284,1,1000000,0.741677527,0.741677527,0,0.741677527,0,0.741677527
7285,1,1000000,0.75452284,0.75452284,0,0.75452284,0,0.75452284
7286,1,1000000,0.74508933,0.74508933,0,0.74508933,0,0.74508933
7289,1,1000000,0.752677018,0.752677018,0,0.752677018,0,0.752677018
7290,1,1000000,0.855325161,0.855325161,0,0.855325161,0,0.855325161
7291,1,1000000,0.751892827,0.751892827,0,0.751892827,0,0.751892827
7293,1,1000000,0.731943193,0.731943193,0,0.731943193,0,0.731943193
7294,1,1000000,0.743242375,0.743242375,0,0.743242375,0,0.743242375
7295,1,1000000,0.783667883,0.783667883,0,0.783667883,0,0.783667883
7296,1,1000000,0.77935909,0.77935909,0,0.77935909,0,0.77935909
7297,1,1000000,0.777353868,0.777353868,0,0.777353868,0,0.777353868
7298,1,1000000,0.8053916,0.8053916,0,0.8053916,0,0.8053916
7299,1,1000000,0.782218019,0.782218019,0,0.782218019,0,0.782218019
7300,1,1000000,0.772407911,0.772407911,0,0.772407911,0,0.772407911
7301,1,1000000,0.796809982,0.796809982,0,0.796809982,0,0.796809982
7302,1,1000000,0.802081498,0.802081498,0,0.802081498,0,0.802081498
7303,1,1000000,0.538598454,0.538598454,0,0.538598454,0,0.538598454
7304,1,1000000,0.778380252,0.778380252,0,0.778380252,0,0.778380252
7305,1,1000000,0.73234473,0.73234473,0,0.73234473,0,0.73234473
7306,1,1000000,0.755734127,0.755734127,0,0.755734127,0,0.755734127
7307,1,1000000,1,1,0,1,0,1
7308,1,1000000,0.811046223,0.811046223,0,0.811046223,0,0.811046223
7309,1,1000000,0.79065022,0.79065022,0,0.79065022,0,0.79065022
7310,1,1000000,0.747129995,0.747129995,0,0.747129995,0,0.747129995
7311,1,1000000,0.815086762,0.815086762,0,0.815086762,0,0.815086762
7312,1,1000000,0.812210803,0.812210803,0,0.812210803,0,0.812210803
7314,1,1000000,0.781187392,0.781187392,0,0.781187392,0,0.781187392
7315,1,1000000,0.804833016,0.804833016,0,0.804833016,0,0.804833016
7316,1,1000000,0.978164754,0.978164754,0,0.978164754,0,0.978164754
7317,1,1000000,0.856362513,0.856362513,0,0.856362513,0,0.856362513
7318,1,1000000,0.79503572,0.79503572,0,0.79503572,0,0.79503572
7319,1,1000000,0.823829058,0.823829058,0,0.823829058,0,0.823829058
7320,1,1000000,0.805296783,0.805296783,0,0.805296783,0,0.805296783
7321,1,1000000,0.79955311,0.79955311,0,0.79955311,0,0.79955311
7322,1,1000000,0.874542691,0.874542691,0,0.874542691,0,0.874542691
7323,1,1000000,0.797135105,0.797135105,0,0.797135105,0,0.797135105
7324,1,1000000,0.988407046,0.988407046,0,0.988407046,0,0.988407046
7325,1,1000000,0.82310123,0.82310123,0,0.82310123,0,0.82310123
7326,1,1000000,0.723045948,0.723045948,0,0.723045948,0,0.723045948
7327,1,1000000,0.628541137,0.628541137,0,0.628541137,0,0.628541137
7328,1,1000000,0.933825914,0.933825914,0,0.933825914,0,0.933825914
7329,1,1000000,0.804223884,0.804223884,0,0.804223884,0,0.804223884
7330,1,1000000,0.674430489,0.674430489,0,0.674430489,0,0.674430489
7331,1,1000000,0.77116248,0.77116248,0,0.77116248,0,0.77116248
7332,1,1000000,0.770514422,0.770514422,0,0.770514422,0,0.770514422
7333,1,1000000,0.787486586,0.787486586,0,0.787486586,0,0.787486586
7334,1,1000000,0.993713028,0.993713028,0,0.993713028,0,0.993713028
7335,1,1000000,1,1,0,1,0,1
7336,1,1000000,0.621774397,0.621774397,0,0.621774397,0,0.621774397
7337,1,1000000,0.776550892,0.776550892,0,0.776550892,0,0.776550892
7338,1,1000000,0.790641247,0.790641247,0,0.790641247,0,0.790641247
7339,1,1000000,0.247979157,0.247979157,0,0.247979157,0,0.247979157
7340,1,1000000,0.642613717,0.642613717,0,0.642613717,0,0.642613717
7341,1,1000000,0.782404168,0.782404168,0,0.782404168,0,0.782404168
7342,1,1000000,0.655151613,0.655151613,0,0.655151613,0,0.655151613
7343,1,1000000,0.615664988,0.615664988,0,0.615664988,0,0.615664988
7344,1,1000000,0.62865362,0.62865362,0,0.62865362,0,0.62865362
7345,1,1000000,0.872396777,0.872396777,0,0.872396777,0,0.872396777
7346,1,1000000,0.899324541,0.899324541,0,0.899324541,0,0.899324541
7347,1,1000000,0.788446979,0.788446979,0,0.788446979,0,0.788446979
7348,1,1000000,0.82133462,0.82133462,0,0.82133462,0,0.82133462
7349,1,1000000,0.736464769,0.736464769,0,0.736464769,0,0.736464769
7350,1,1000000,0.886911041,0.886911041,0,0.886911041,0,0.886911041
7353,1,1000000,0.739847391,0.739847391,0,0.739847391,0,0.739847391
7354,1,1000000,0.786269664,0.786269664,0,0.786269664,0,0.786269664
7355,1,1000000,0.775271063,0.775271063,0,0.775271063,0,0.775271063
7356,1,1000000,0.883002974,0.883002974,0,0.883002974,0,0.883002974
7357,1,1000000,0.776842782,0.776842782,0,0.776842782,0,0.776842782
7358,1,1000000,0.919043102,0.919043102,0,0.919043102,0,0.919043102
7359,1,1000000,0.792518298,0.792518298,0,0.792518298,0,0.792518298
7360,1,1000000,0.916219141,0.916219141,0,0.916219141,0,0.916219141
7361,1,1000000,0.928331041,0.928331041,0,0.928331041,0,0.928331041
7362,1,1000000,0.898832346,0.898832346,0,0.898832346,0,0.898832346
7363,1,1000000,0.841317951,0.841317951,0,0.841317951,0,0.841317951
7364,1,1000000,0.991238794,0.991238794,0,0.991238794,0,0.991238794
7365,1,1000000,0.852685185,0.852685185,0,0.852685185,0,0.852685185
7366,1,1000000,0.847406657,0.847406657,0,0.847406657,0,0.847406657
7367,1,1000000,0.915660484,0.915660484,0,0.915660484,0,0.915660484
7368,1,1000000,0.82596066,0.82596066,0,0.82596066,0,0.82596066
7369,1,1000000,0.786306443,0.786306443,0,0.786306443,0,0.786306443
7370,1,1000000,0.815328687,0.815328687,0,0.815328687,0,0.815328687
7371,1,1000000,0.788819848,0.788819848,0,0.788819848,0,0.788819848
7372,1,1000000,0.807689895,0.807689895,0,0.807689895,0,0.807689895
7373,1,1000000,1,1,0,1,0,1
7374,1,1000000,0.743408768,0.743408768,0,0.743408768,0,0.743408768
7375,1,1000000,0.792379086,0.792379086,0,0.792379086,0,0.792379086
7423,1,1000000,0.825506341,0.825506341,0,0.825506341,0,0.825506341
7424,1,1000000,0.872386399,0.872386399,0,0.872386399,0,0.872386399
7426,1,1000000,0.851738634,0.851738634,0,0.851738634,0,0.851738634
7427,1,1000000,0.890754561,0.890754561,0,0.890754561,0,0.890754561
7428,1,1000000,0.857707679,0.857707679,0,0.857707679,0,0.857707679
7429,1,1000000,0.88091125,0.88091125,0,0.88091125,0,0.88091125
7430,1,1000000,0.174602462,0.174602462,0,0.174602462,0,0.174602462
7431,1,1000000,0.850783559,0.850783559,0,0.850783559,0,0.850783559
7432,1,1000000,0.873067375,0.873067375,0,0.873067375,0,0.873067375
7433,1,1000000,0.845728374,0.845728374,0,0.845728374,0,0.845728374
7434,1,1000000,0.864113091,0.864113091,0,0.864113091,0,0.864113091
7435,1,1000000,0.89103932,0.89103932,0,0.89103932,0,0.89103932
7436,1,1000000,0.829638911,0.829638911,0,0.829638911,0,0.829638911
7437,1,1000000,0.469726527,0.469726527,0,0.469726527,0,0.469726527
7438,1,1000000,0.775445621,0.775445621,0,0.775445621,0,0.775445621
7439,1,1000000,0.720445131,0.720445131,0,0.720445131,0,0.720445131
7451,1,1000000,0.801329673,0.801329673,0,0.801329673,0,0.801329673
7452,1,1000000,0.668960343,0.668960343,0,0.668960343,0,0.668960343
7453,1,1000000,0.971010679,0.971010679,0,0.971010679,0,0.971010679
7454,1,1000000,0.834966317,0.834966317,0,0.834966317,0,0.834966317
7455,1,1000000,0.851128782,0.851128782,0,0.851128782,0,0.851128782
7456,1,1000000,0.833603709,0.833603709,0,0.833603709,0,0.833603709
7457,1,1000000,0.94555644,0.94555644,0,0.94555644,0,0.94555644
7458,1,1000000,0.842437457,0.842437457,0,0.842437457,0,0.842437457
7459,1,1000000,0.828945127,0.828945127,0,0.828945127,0,0.828945127
7460,1,1000000,0.873162183,0.873162183,0,0.873162183,0,0.873162183
7461,1,1000000,0.838331658,0.838331658,0,0.838331658,0,0.838331658
7462,1,1000000,0.82014958,0.82014958,0,0.82014958,0,0.82014958
7463,1,1000000,0.724310675,0.724310675,0,0.724310675,0,0.724310675
7464,1,1000000,0.641547445,0.641547445,0,0.641547445,0,0.641547445
7465,1,1000000,0.698448153,0.698448153,0,0.698448153,0,0.698448153
7466,1,1000000,0.814163431,0.814163431,0,0.814163431,0,0.814163431
7467,1,1000000,0.712013917,0.712013917,0,0.712013917,0,0.712013917
7468,1,1000000,0.680062051,0.680062051,0,0.680062051,0,0.680062051
7469,1,1000000,0.531513417,0.531513417,0,0.531513417,0,0.531513417
7470,1,1000000,0.604322351,0.604322351,0,0.604322351,0,0.604322351
7471,1,1000000,0.751321568,0.751321568,0,0.751321568,0,0.751321568
7474,1,1000000,0.624688039,0.624688039,0,0.624688039,0,0.624688039
7475,1,1000000,0.903967259,0.903967259,0,0.903967259,0,0.903967259
7476,1,1000000,0.949183023,0.949183023,0,0.949183023,0,0.949183023
7477,1,1000000,0.953136346,0.953136346,0,0.953136346,0,0.953136346
7478,1,1000000,0.946164896,0.946164896,0,0.946164896,0,0.946164896
7479,1,1000000,0.895100438,0.895100438,0,0.895100438,0,0.895100438
7480,1,1000000,0.835016911,0.835016911,0,0.835016911,0,0.835016911
7481,1,1000000,0.876885435,0.876885435,0,0.876885435,0,0.876885435
7482,1,1000000,0.946140736,0.946140736,0,0.946140736,0,0.946140736
7498,1,1000000,0.731910429,0.731910429,0,0.731910429,0,0.731910429
7499,1,1000000,1,1,0,1,0,1
7500,1,1000000,0.718703218,0.718703218,0,0.718703218,0,0.718703218
7501,1,1000000,0.844441193,0.844441193,0,0.844441193,0,0.844441193
7502,1,1000000,0.871760057,0.871760057,0,0.871760057,0,0.871760057
7503,1,1000000,0.703465139,0.703465139,0,0.703465139,0,0.703465139
7504,1,1000000,0.749385701,0.749385701,0,0.749385701,0,0.749385701
7505,1,1000000,0.975504922,0.975504922,0,0.975504922,0,0.975504922
7506,1,1000000,0.742865259,0.742865259,0,0.742865259,0,0.742865259
7507,1,1000000,0.83060088,0.83060088,0,0.83060088,0,0.83060088
7508,1,1000000,0.995809444,0.995809444,0,0.995809444,0,0.995809444
7509,1,1000000,0.984915004,0.984915004,0,0.984915004,0,0.984915004
7512,1,1000000,0.759869997,0.759869997,0,0.759869997,0,0.759869997
7513,1,1000000,0.733558983,0.733558983,0,0.733558983,0,0.733558983
7514,1,1000000,0.798905936,0.798905936,0,0.798905936,0,0.798905936
7516,1,1000000,0.733156278,0.733156278,0,0.733156278,0,0.733156278
7517,1,1000000,0.762408948,0.762408948,0,0.762408948,0,0.762408948
7518,1,1000000,0.742755041,0.742755041,0,0.742755041,0,0.742755041
7519,1,1000000,0.85243847,0.85243847,0,0.85243847,0,0.85243847
7520,1,1000000,0.995506516,0.995506516,0,0.995506516,0,0.995506516
7521,1,1000000,0.750194877,0.750194877,0,0.750194877,0,0.750194877
7522,1,1000000,0.889905561,0.889905561,0,0.889905561,0,0.889905561
7523,1,1000000,0.793166708,0.793166708,0,0.793166708,0,0.793166708
7524,1,1000000,0.889582058,0.889582058,0,0.889582058,0,0.889582058
7525,1,1000000,0.673419601,0.673419601,0,0.673419601,0,0.673419601
7526,1,1000000,0.744778303,0.744778303,0,0.744778303,0,0.744778303
7527,1,1000000,0.725584008,0.725584008,0,0.725584008,0,0.725584008
7528,1,1000000,0.788053943,0.788053943,0,0.788053943,0,0.788053943
7529,1,1000000,0.84733338,0.84733338,0,0.84733338,0,0.84733338
7530,1,1000000,0.849365113,0.849365113,0,0.849365113,0,0.849365113
7531,1,1000000,0.85920886,0.85920886,0,0.85920886,0,0.85920886
7533,1,1000000,1,1,0,1,0,1
7535,1,1000000,0.841760791,0.841760791,0,0.841760791,0,0.841760791
7536,1,1000000,0.855103725,0.855103725,0,0.855103725,0,0.855103725
7537,1,1000000,0.747260396,0.747260396,0,0.747260396,0,0.747260396
7538,1,1000000,0.795593484,0.795593484,0,0.795593484,0,0.795593484
7539,1,1000000,0.737013891,0.737013891,0,0.737013891,0,0.737013891
7540,1,1000000,0.759882905,0.759882905,0,0.759882905,0,0.759882905
7541,1,1000000,0.718520096,0.718520096,0,0.718520096,0,0.718520096
7542,1,1000000,0.733026213,0.733026213,0,0.733026213,0,0.733026213
7543,1,1000000,0.753883174,0.753883174,0,0.753883174,0,0.753883174
7544,1,1000000,0.731073094,0.731073094,0,0.731073094,0,0.731073094
7545,1,1000000,0.721939016,0.721939016,0,0.721939016,0,0.721939016
7546,1,1000000,0.846819516,0.846819516,0,0.846819516,0,0.846819516
7547,1,1000000,0.840658243,0.840658243,0,0.840658243,0,0.840658243
7548,1,1000000,0.749679791,0.749679791,0,0.749679791,0,0.749679791
7549,1,1000000,0.740987109,0.740987109,0,0.740987109,0,0.740987109
7550,1,1000000,0.918681675,0.918681675,0,0.918681675,0,0.918681675
7551,1,1000000,0.99426296,0.99426296,0,0.99426296,0,0.99426296
7552,1,1000000,0.832468881,0.832468881,0,0.832468881,0,0.832468881
7553,1,1000000,0.99947266,0.99947266,0,0.99947266,0,0.99947266
7554,1,1000000,0.729572437,0.729572437,0,0.729572437,0,0.729572437
7555,1,1000000,0.742621935,0.742621935,0,0.742621935,0,0.742621935
7556,1,1000000,0.747679952,0.747679952,0,0.747679952,0,0.747679952
7557,1,1000000,1,1,0,1,0,1
7558,1,1000000,0.995484896,0.995484896,0,0.995484896,0,0.995484896
7559,1,1000000,0.996001483,0.996001483,0,0.996001483,0,0.996001483
7560,1,1000000,0.751823452,0.751823452,0,0.751823452,0,0.751823452
7561,1,1000000,0.802418826,0.802418826,0,0.802418826,0,0.802418826
7562,1,1000000,0.794515915,0.794515915,0,0.794515915,0,0.794515915
7563,1,1000000,0.972459928,0.972459928,0,0.972459928,0,0.972459928
7564,1,1000000,0.808911631,0.808911631,0,0.808911631,0,0.808911631
7565,1,1000000,0.613964704,0.613964704,0,0.613964704,0,0.613964704
7566,1,1000000,0.777513218,0.777513218,0,0.777513218,0,0.777513218
7567,1,1000000,0.936431942,0.936431942,0,0.936431942,0,0.936431942
7568,1,1000000,0.81498782,0.81498782,0,0.81498782,0,0.81498782
7569,1,1000000,0.894258169,0.894258169,0,0.894258169,0,0.894258169
7570,1,1000000,0.806554433,0.806554433,0,0.806554433,0,0.806554433
7571,1,1000000,0.891697029,0.891697029,0,0.891697029,0,0.891697029
7572,1,1000000,0.894583991,0.894583991,0,0.894583991,0,0.894583991
7573,1,1000000,0.885058288,0.885058288,0,0.885058288,0,0.885058288
7576,1,1000000,0.995650558,0.995650558,0,0.995650558,0,0.995650558
7577,1,1000000,0.598670944,0.598670944,0,0.598670944,0,0.598670944
7578,1,1000000,0.637270054,0.637270054,0,0.637270054,0,0.637270054
7579,1,1000000,0.608281759,0.608281759,0,0.608281759,0,0.608281759
7580,1,1000000,0.677672242,0.677672242,0,0.677672242,0,0.677672242
7581,1,1000000,0.505977564,0.505977564,0,0.505977564,0,0.505977564
7584,1,1000000,0.932165399,0.932165399,0,0.932165399,0,0.932165399
7586,1,1000000,0.999983282,0.999983282,0,0.999983282,0,0.999983282
7587,1,1000000,0.915102082,0.915102082,0,0.915102082,0,0.915102082
7588,1,1000000,0.870351548,0.870351548,0,0.870351548,0,0.870351548
7589,1,1000000,0.798810407,0.798810407,0,0.798810407,0,0.798810407
7590,1,1000000,0.733595755,0.733595755,0,0.733595755,0,0.733595755
7591,1,1000000,0.749664369,0.749664369,0,0.749664369,0,0.749664369
7592,1,1000000,1,1,0,1,0,1
7593,1,1000000,0.661885072,0.661885072,0,0.661885072,0,0.661885072
7594,1,1000000,0.734558152,0.734558152,0,0.734558152,0,0.734558152
7595,1,1000000,0.955063635,0.955063635,0,0.955063635,0,0.955063635
7596,1,1000000,0.8107606,0.8107606,0,0.8107606,0,0.8107606
7597,1,1000000,0.718033127,0.718033127,0,0.718033127,0,0.718033127
7598,1,1000000,0.63835438,0.63835438,0,0.63835438,0,0.63835438
7599,1,1000000,1,1,0,1,0,1
7600,1,1000000,0.742724627,0.742724627,0,0.742724627,0,0.742724627
7601,1,1000000,0.989223809,0.989223809,0,0.989223809,0,0.989223809
7602,1,1000000,0.988740613,0.988740613,0,0.988740613,0,0.988740613
7603,1,1000000,0.751361365,0.751361365,0,0.751361365,0,0.751361365
7604,1,1000000,0.629060788,0.629060788,0,0.629060788,0,0.629060788
7606,1,1000000,0.633132812,0.633132812,0,0.633132812,0,0.633132812
7607,1,1000000,1,1,0,1,0,1
7608,1,1000000,0.780293099,0.780293099,0,0.780293099,0,0.780293099
7609,1,1000000,0.989598565,0.989598565,0,0.989598565,0,0.989598565
7610,1,1000000,0.999950003,0.999950003,0,0.999950003,0,0.999950003
7611,1,1000000,0.746054548,0.746054548,0,0.746054548,0,0.746054548
7613,1,1000000,0.939307574,0.939307574,0,0.939307574,0,0.939307574
7614,1,1000000,0.821891532,0.821891532,0,0.821891532,0,0.821891532
7615,1,1000000,0.843286106,0.843286106,0,0.843286106,0,0.843286106
7616,1,1000000,0.589795011,0.589795011,0,0.589795011,0,0.589795011
7617,1,1000000,0.821302485,0.821302485,0,0.821302485,0,0.821302485
7618,1,1000000,0.918077337,0.918077337,0,0.918077337,0,0.918077337
7619,1,1000000,0.754798328,0.754798328,0,0.754798328,0,0.754798328
7620,1,1000000,0.937234987,0.937234987,0,0.937234987,0,0.937234987
7621,1,1000000,0.870517078,0.870517078,0,0.870517078,0,0.870517078
7622,1,1000000,0.772058781,0.772058781,0,0.772058781,0,0.772058781
7623,1,1000000,0.772677573,0.772677573,0,0.772677573,0,0.772677573
7624,1,1000000,0.757522965,0.757522965,0,0.757522965,0,0.757522965
7625,1,1000000,0.721817244,0.721817244,0,0.721817244,0,0.721817244
7626,1,1000000,0.735096158,0.735096158,0,0.735096158,0,0.735096158
7627,1,1000000,0.9950206,0.9950206,0,0.9950206,0,0.9950206
7628,1,1000000,0.967629036,0.967629036,0,0.967629036,0,0.967629036
7629,1,1000000,0.999950006,0.999950006,0,0.999950006,0,0.999950006
7630,1,1000000,0.99989995,0.99989995,0,0.99989995,0,0.99989995
7631,1,1000000,0.838335591,0.838335591,0,0.838335591,0,0.838335591
7632,1,1000000,1,1,0,1,0,1
7633,1,1000000,0.754267357,0.754267357,0,0.754267357,0,0.754267357
7634,1,1000000,1,1,0,1,0,1
7635,1,1000000,0.7478053,0.7478053,0,0.7478053,0,0.7478053
7636,1,1000000,0.804144099,0.804144099,0,0.804144099,0,0.804144099
7637,1,1000000,0.593774227,0.593774227,0,0.593774227,0,0.593774227
7638,1,1000000,0.734902121,0.734902121,0,0.734902121,0,0.734902121
7639,1,1000000,0.729208664,0.729208664,0,0.729208664,0,0.729208664
7640,1,1000000,0.733251214,0.733251214,0,0.733251214,0,0.733251214
7641,1,1000000,0.987488565,0.987488565,0,0.987488565,0,0.987488565
7642,1,1000000,0.639040383,0.639040383,0,0.639040383,0,0.639040383
7643,1,1000000,0.593515321,0.593515321,0,0.593515321,0,0.593515321
7644,1,1000000,0.638659239,0.638659239,0,0.638659239,0,0.638659239
7645,1,1000000,0.565068835,0.565068835,0,0.565068835,0,0.565068835
7646,1,1000000,0.755930461,0.755930461,0,0.755930461,0,0.755930461
7647,1,1000000,0.88145416,0.88145416,0,0.88145416,0,0.88145416
7648,1,1000000,0.644089923,0.644089923,0,0.644089923,0,0.644089923
7649,1,1000000,1,1,0,1,0,1
7650,1,1000000,0.999983359,0.999983359,0,0.999983359,0,0.999983359
7651,1,1000000,0.62976573,0.62976573,0,0.62976573,0,0.62976573
7652,1,1000000,0.84045732,0.84045732,0,0.84045732,0,0.84045732
7653,1,1000000,0.991918744,0.991918744,0,0.991918744,0,0.991918744
7654,1,1000000,0.76565096,0.76565096,0,0.76565096,0,0.76565096
7655,1,1000000,0.744873666,0.744873666,0,0.744873666,0,0.744873666
7656,1,1000000,0.749579247,0.749579247,0,0.749579247,0,0.749579247
7657,1,1000000,0.747365533,0.747365533,0,0.747365533,0,0.747365533
7658,1,1000000,0.749781134,0.749781134,0,0.749781134,0,0.749781134
7659,1,1000000,0.78509499,0.78509499,0,0.78509499,0,0.78509499
7660,1,1000000,0.947026916,0.947026916,0,0.947026916,0,0.947026916
7661,1,1000000,0.996251504,0.996251504,0,0.996251504,0,0.996251504
7662,1,1000000,0.807492247,0.807492247,0,0.807492247,0,0.807492247
7663,1,1000000,0.998522839,0.998522839,0,0.998522839,0,0.998522839
7665,1,1000000,0.750471895,0.750471895,0,0.750471895,0,0.750471895
7666,1,1000000,0.753900525,0.753900525,0,0.753900525,0,0.753900525
7667,1,1000000,0.707274834,0.707274834,0,0.707274834,0,0.707274834
7668,1,1000000,0.968535272,0.968535272,0,0.968535272,0,0.968535272
7669,1,1000000,0.749343254,0.749343254,0,0.749343254,0,0.749343254
7670,1,1000000,0.851570901,0.851570901,0,0.851570901,0,0.851570901
7671,1,1000000,0.743461317,0.743461317,0,0.743461317,0,0.743461317
7672,1,1000000,0.745676828,0.745676828,0,0.745676828,0,0.745676828
7673,1,1000000,0.752833202,0.752833202,0,0.752833202,0,0.752833202
7674,1,1000000,0.826662476,0.826662476,0,0.826662476,0,0.826662476
7675,1,1000000,0.85643898,0.85643898,0,0.85643898,0,0.85643898
7678,1,1000000,0.779471137,0.779471137,0,0.779471137,0,0.779471137
7679,1,1000000,0.748351179,0.748351179,0,0.748351179,0,0.748351179
7681,1,1000000,0.736661173,0.736661173,0,0.736661173,0,0.736661173
7682,1,1000000,0.793947803,0.793947803,0,0.793947803,0,0.793947803
7683,1,1000000,0.792970786,0.792970786,0,0.792970786,0,0.792970786
7684,1,1000000,0.961766173,0.961766173,0,0.961766173,0,0.961766173
7685,1,1000000,0.776949703,0.776949703,0,0.776949703,0,0.776949703
7686,1,1000000,0.686660529,0.686660529,0,0.686660529,0,0.686660529
7687,1,1000000,0.759925024,0.759925024,0,0.759925024,0,0.759925024
7688,1,1000000,0.825592145,0.825592145,0,0.825592145,0,0.825592145
7689,1,1000000,0.930470498,0.930470498,0,0.930470498,0,0.930470498
7690,1,1000000,0.792737545,0.792737545,0,0.792737545,0,0.792737545
