"SITE_id" "LONG" "LAT"
32962142 -2.31359 41.62583
32902148 -2.3955 41.67039
32882142 -2.40826 41.61403
32882106 -2.34339 41.2935
32742124 -2.54095 41.43298
32722274 -2.84706 42.76347
32682126 -2.61539 41.44178
32562268 -3.02797 42.68543
32542140 -2.80659 41.5451
32522296 -3.13156 42.92769
32522272 -3.08396 42.71469
32522268 -3.07566 42.68066
32442260 -3.15646 42.59564
32402264 -3.21243 42.62485
32402254 -3.19258 42.53609
32362284 -3.30053 42.79592
32362256 -3.24455 42.54753
32342304 -3.36502 42.97006
32342242 -3.24072 42.42013
32322306 -3.39449 42.98525
32322300 -3.381 42.93141
32302268 -3.34056 42.64446
32302254 -3.31252 42.52026
32282262 -3.35253 42.58803
32282252 -3.33252 42.49932
32282240 -3.3086 42.39286
32242298 -3.47354 42.90084
32222306 -3.51405 42.96853
32202258 -3.44047 42.53975
32202250 -3.4244 42.46884
32182266 -3.48063 42.60748
32162304 -3.58236 42.94105
32142238 -3.47204 42.35273
32142162 -3.32148 41.67827
32102252 -3.54816 42.47043
32062244 -3.57981 42.39302
32062178 -3.44762 41.80759
32062172 -3.43577 41.75431
32022172 -3.48313 41.74788
32002252 -3.66789 42.45416
32002248 -3.65973 42.41872
32002180 -3.52268 41.81565
31982236 -3.65918 42.30907
31982224 -3.63477 42.20268
31962184 -3.57808 41.84468
31922258 -3.77601 42.49422
31922180 -3.61746 41.8027
31902260 -3.8041 42.50866
31882262 -3.8322 42.52307
31882258 -3.8239 42.48764
31882240 -3.78678 42.32814
31882226 -3.75806 42.20406
31882154 -3.61289 41.565532
31862260 -3.85201 42.50202
31862242 -3.81478 42.34257
31862228 -3.78598 42.21849
31862210 -3.74925 42.05894
31862206 -3.74113 42.02348
31862188 -3.70464 41.86388
31842222 -3.79754 42.16202
31842214 -3.78117 42.091114
31842178 -3.70819 41.77192
31822284 -3.95014 42.70795
31822252 -3.88328 42.42455
31822198 -3.77235 41.94599
31822180 -3.73591 41.7864
31802268 -3.94056 42.56294
31802236 -3.87402 42.27949
31802232 -3.86579 42.24404
31782252 -3.93111 42.4179
31782246 -3.91864 42.36475
31782238 -3.90204 42.29388
31762214 -3.87637 42.07792
31742280 -4.03777 42.65915
31742212 -3.89602 42.05688
31742208 -3.8878 42.02142
31742198 -3.86729 41.9328
31742158 -3.786137 41.57814
31722260 -4.01962 42.47873
31722228 -3.95284 42.19532
31722206 -3.90745 42.0004
31722156 -3.805712 41.55711
31702250 -4.02256 42.38684
31702240 -4.00164 42.29827
31702172 -3.8617 41.69559
31682218 -3.97974 42.10004
31682200 -3.9426 41.94056
31662268 -4.10832 42.53946
31662250 -4.07035 42.38012
31662244 -4.05774 42.32701
31662226 -4.02015 42.1676
31662172 -3.90894 41.68909
31642270 -4.13648 42.5538
31622206 -4.02618 41.98372
31622200 -4.01378 41.93056
31622196 -4.00551 41.89513
31622124 -3.859032 41.256772
31602264 -4.17168 42.49393
31602256 -4.1547 42.42311
31602252 -4.14626 42.38771
31602202 -4.04163 41.94494
31602180 -3.99624 41.75
31602148 -3.930923 41.466353
31582236 -4.13641 42.24269
31582214 -4.09032 42.04787
31582170 -3.999366 41.658028
31562258 -4.206758 42.434049
31562162 -4.006637 41.5838
31562158 -3.99843 41.548348
31542278 -4.27339 42.60761
31542242 -4.196735 42.289045
31542236 -4.18405 42.23594
31542218 -4.14622 42.07655
31542174 -4.05485 41.6868
31522294 -4.33189 42.7457
31522244 -4.224826 42.303352
31522214 -4.1616 42.03775
31522178 -4.08673 41.71889
31502156 -4.065063 41.52056
31482240 -4.264046 42.261155
31482178 -4.13402 41.71217
31482142 -4.059897 41.393148
31462274 -4.36063 42.55855
31462270 -4.35204 42.52317
31462256 -4.321997 42.399313
31462252 -4.313459 42.363923
31462238 -4.283613 42.240045
31462212 -4.22867 42.0099
31462184 -4.17011 41.76194
31462152 -4.103962 41.478405
31462148 -4.09579 41.443
31462112 -4.022442 41.123825
31442278 -4.39325 42.59048
31442268 -4.37166 42.50205
31442214 -4.25662 42.02421
31442196 -4.21882 41.86484
31422288 -4.43889 42.67547
31422252 -4.361199 42.357085
31422234 -4.32276 42.197812
31422166 -4.180018 41.59571
31422138 -4.122272 41.347605
31402242 -4.363639 42.265181
31402214 -4.30412 42.01738
31402124 -4.117117 41.220165
31402116 -4.100833 41.149233
31382262 -4.430485 42.438651
31382252 -4.408936 42.350208
31382208 -4.31517 41.96086
31382158 -4.21059 41.518089
31382126 -4.144665 41.234533
31362264 -4.458699 42.452886
31362210 -4.34312 41.97515
31362174 -4.267425 41.656445
31362170 -4.259055 41.621013
31362146 -4.2093 41.408388
31362116 -4.147677 41.142517
31342268 -4.491275 42.484805
31342240 -4.430851 42.237164
31342232 -4.4137 42.16638
31342178 -4.29941 41.68845
31322218 -4.40759 42.03909
31322216 -4.40333 42.02138
31322156 -4.277078 41.490197
31322144 -4.252152 41.38381
31322102 -4.165963 41.01168
31302244 -4.487102 42.265645
31302240 -4.478499 42.230266
31302214 -4.4228 42.00026
31302196 -4.38459 41.84096
31302114 -4.213842 41.114665
31282278 -4.584845 42.562795
31282256 -4.536909 42.3683
31282230 -4.48079 42.13836
31282212 -4.44227 41.97911
31282198 -4.41249 41.85523
31282184 -4.3829 41.7313
31262268 -4.586915 42.470914
31262196 -4.43194 41.83408
31242102 -4.259422 40.998143
31222260 -4.617287 42.393222
31222178 -4.44108 41.66789
31222146 -4.373828 41.384547
31202276 -4.67619 42.531143
31202262 -4.645486 42.407397
31202252 -4.623631 42.319021
31202190 -4.49016 41.77064
31202150 -4.40573 41.41657
31202126 -4.355703 41.203998
31182242 -4.625701 42.227105
31182218 -4.57378 42.01489
31182188 -4.50952 41.74945
31182138 -4.40413 41.306858
31162232 -4.62778 42.1352
31162226 -4.61478 42.08215
31162208 -4.57596 41.92293
31162204 -4.56739 41.88757
31162160 -4.473783 41.498225
31142246 -4.682059 42.255481
31142218 -4.62122 42.00791
31142216 -4.61693 41.99025
31122280 -4.780743 42.552407
31122250 -4.71462 42.287321
31122190 -4.58469 41.75678
31122150 -4.499782 41.402793
31122114 -4.42444 41.08401
31102270 -4.782516 42.460534
31102234 -4.70346 42.14239
31102202 -4.63412 41.85946
31102176 -4.5784 41.62942
31102104 -4.427098 40.991962
31082242 -4.744721 42.209585
31082236 -4.73159 42.15655
31082232 -4.72348 42.1209
31082224 -4.70545 42.05047
31082110 -4.462905 41.041683
31062270 -4.830301 42.453463
31062252 -4.790491 42.294433
31062246 -4.777301 42.241412
31062202 -4.68146 41.85243
31062184 -4.6427 41.69323
31042196 -4.69214 41.79589
31042164 -4.62352 41.51281
31022262 -4.860301 42.375707
31022252 -4.83816 42.287363
31022194 -4.711444 41.774688
31022172 -4.66414 41.58008
31002228 -4.80913 42.07174
31002206 -4.76114 41.87731
31002200 -4.748081 41.824227
31002120 -4.577316 41.1164
30982262 -4.908012 42.368595
30982250 -4.881367 42.262601
30982132 -4.62605 41.21916
30942150 -4.71122 41.37147
30942114 -4.63495 41.0529
30922278 -5.015419 42.499163
30922274 -5.006423 42.463845
30922248 -4.948348 42.234252
30922242 -4.935033 42.181266
30922224 -4.89524 42.02223
30922176 -4.79062 41.59793
30922116 -4.66295 41.06686
30922090 -4.60795 40.83687
30902260 -4.998924 42.33665
30902250 -4.976605 42.248342
30902242 -4.958802 42.177684
30902196 -4.85758 41.77123
30902160 -4.77964 41.4529
30902146 -4.74961 41.32906
30902116 -4.685816 41.063583
30882084 -4.64196 40.77683
30862182 -4.874296 41.640376
30862152 -4.80943 41.3751
30862116 -4.73256 41.05658
30842262 -5.074903 42.343545
30842244 -5.034578 42.184618
30842234 -5.01231 42.09631
30842226 -4.99454 42.02565
30842222 -4.9857 41.9903
30842216 -4.97244 41.93729
30842212 -4.96362 41.90196
30822210 -4.98286 41.88073
30822182 -4.92145 41.633277
30822134 -4.8177 41.20882
30822110 -4.76654 40.99644
30802268 -5.136112 42.389282
30802240 -5.07318 42.1421
30802214 -5.01537 41.91248
30802190 -4.96252 41.70042
30802172 -4.923232 41.541321
30802150 -4.87553 41.3468
30802118 -4.80691 41.06374
30802096 -4.76025 40.86905
30782234 -5.08353 42.08554
30782210 -5.03017 41.87355
30782198 -5.00368 41.76755
30782188 -4.98172 41.67914
30782174 -4.951123 41.555459
30782138 -4.87314 41.23713
30782134 -4.86454 41.20175
30762208 -5.04942 41.8523
30762172 -4.970258 41.534225
30742242 -5.14892 42.14895
30742224 -5.10864 41.99002
30742198 -5.05093 41.76038
30742184 -5.02009 41.63668
30742152 -4.95026 41.35383
30742126 -4.89415 41.12391
30742122 -4.88557 41.08852
30722290 -5.281719 42.568868
30722214 -5.11003 41.8981
30702274 -5.268991 42.424092
30702180 -5.05844 41.59417
30702094 -4.87241 40.83372
30702048 -4.77546 40.42652
30682206 -5.13954 41.82025
30682116 -4.94278 41.02482
30662226 -5.20787 41.99323
30662190 -5.12762 41.67532
30662168 -5.07912 41.48095
30662118 -4.97042 41.03893
30662104 -4.94036 40.91511
30642296 -5.391191 42.607133
30642236 -5.25413 42.07787
30642228 -5.23609 42.00726
30642164 -5.09384 41.44201
30622262 -5.33693 42.30361
30622214 -5.22831 41.88003
30622190 -5.17477 41.66809
30622186 -5.1659 41.63277
30622150 -5.08664 41.3147
30622096 -4.96982 40.83723
30602290 -5.425135 42.546867
30602224 -5.27446 41.96468
30602206 -5.23401 41.80578
30602198 -5.21616 41.73513
30602170 -5.15404 41.48784
30602162 -5.13642 41.41714
30602110 -5.0232 40.95748
30582240 -5.33435 42.10221
30582226 -5.30266 41.97867
30582222 -5.29365 41.94337
30582118 -5.06379 41.02465
30562184 -5.23211 41.60425
30562176 -5.21436 41.5336
30562158 -5.17455 41.37457
30562152 -5.16136 41.32157
30562144 -5.14381 41.25088
30562140 -5.13505 41.21553
30542250 -5.40463 42.1831
30542218 -5.33193 41.90076
30542196 -5.28249 41.70656
30542182 -5.2512 41.58294
30542164 -5.21128 41.42397
30522306 -5.55805 42.67311
30522274 -5.483602 42.391049
30522256 -5.44213 42.23233
30522228 -5.37824 41.98534
30522198 -5.31052 41.72056
30522162 -5.23032 41.40269
30522156 -5.21707 41.34969
30502272 -5.502809 42.369722
30502242 -5.43383 42.10516
30502200 -5.33861 41.73458
30502188 -5.3117 41.62864
30502182 -5.29827 41.57566
30502152 -5.23168 41.31072
30502142 -5.20966 41.22236
30502134 -5.19209 41.15168
30502124 -5.17024 41.06329
30482208 -5.38023 41.80151
30482140 -5.22866 41.20107
30482118 -5.18047 41.00666
30482108 -5.15869 40.91826
30462228 -5.44928 41.97432
30462224 -5.44015 41.93902
30462170 -5.31853 41.46242
30462138 -5.24765 41.17978
30462110 -5.18637 40.93233
30442268 -5.5649 42.32332
30442186 -5.37782 41.60003
30442178 -5.3599 41.5294
30442100 -5.18789 40.84031
30422224 -5.48749 41.93166
30422138 -5.29442 41.17251
30402232 -5.52945 41.99851
30402214 -5.4883 41.83975
30402208 -5.47467 41.78682
30402186 -5.42492 41.59268
30402160 -5.36666 41.36316
30402136 -5.31338 41.1512
30402106 -5.24753 40.88613
30382162 -5.39456 41.37715
30382148 -5.36337 41.25353
30382104 -5.26642 40.86482
30362278 -5.68353 42.39655
30362254 -5.62762 42.18504
30362232 -5.5768 41.9911
30362218 -5.5447 41.86764
30362206 -5.51731 41.76178
30362188 -5.4765 41.60297
30362124 -5.33361 41.0379
30362098 -5.27658 40.80817
30342282 -5.71675 42.42803
30342270 -5.68864 42.32231
30342234 -5.60509 42.00502
30342138 -5.38795 41.1579
30342090 -5.282357 40.733812
30322286 -5.75 42.45951
30322278 -5.731185 42.38905
30322260 -5.689069 42.230455
30322254 -5.6751 42.17758
30322196 -5.54172 41.66617
30322152 -5.44252 41.27785
30322128 -5.38913 41.06592
30302288 -5.77857 42.47337
30302194 -5.56072 41.64482
30302158 -5.47939 41.32714
30302136 -5.43024 41.13291
30282264 -5.74594 42.2582
30282228 -5.66224 41.94093
30282128 -5.43581 41.05859
30282120 -5.41805 40.98793
30282102 -5.37836 40.82893
30262286 -5.82153 42.44822
30262190 -5.59868 41.60211
30242272 -5.8123 42.32115
30242254 -5.77004 42.16259
30242218 -5.68643 41.84531
30242188 -5.61764 41.58076
30242156 -5.54516 41.29841
30222222 -5.71929 41.87682
30222190 -5.64573 41.59468
30222150 -5.55507 41.24176
30202284 -5.88828 42.41925
30202278 -5.87405 42.36642
30202274 -5.8646 42.3312
30202248 -5.80345 42.10219
30202188 -5.66468 41.5733
30202184 -5.65556 41.53802
30202130 -5.53359 41.06152
30162148 -5.62074 41.21297
30162130 -5.58024 41.0541
30142200 -5.76283 41.66788
30142178 -5.7123 41.4739
30142128 -5.5991 41.03277
30122252 -5.90766 42.1223
30102164 -5.72725 41.34293
30102146 -5.68635 41.18415
30102138 -5.66825 41.11358
30102128 -5.64575 41.02531
30082276 -6.01206 42.32598
30082186 -5.80112 41.53319
30062138 -5.71495 41.1061
30062134 -5.70588 41.0708
30042244 -5.98356 42.03664
30042190 -5.8577 41.56049
30042136 -5.73377 41.08471
30022296 -6.13152 42.49046
30002290 -6.14084 42.43383
30002092 -5.68193 40.68891
29982180 -5.90464 41.46142
29962200 -5.97178 41.63531
29942204 -6.00718 41.66566
29862118 -5.9025 40.89205
29842170 -6.04553 41.34666
29302094 -6.4964 40.57272
29262144 -6.66087 41.00502
33561828 -1.09924 38.90528
33541816 -1.10343 38.79463
33481868 -1.25145 39.25279
33441856 -1.27864 39.14001
33341814 -1.32784 38.75064
33281826 -1.41445 38.84998
33261874 -1.51228 39.27676
33261816 -1.42165 38.75777
33241828 -1.46298 38.86246
33221838 -1.5013 38.94924
33161828 -1.55382 38.85155
33141890 -1.67506 39.40335
33141808 -1.54524 38.66985
33101854 -1.66317 39.0758
33061854 -1.70873 39.07036
33041856 -1.73472 39.08547
33001862 -1.78996 39.13354
32981912 -1.89422 39.57756
32981850 -1.79342 39.02346
32961808 -1.74907 38.64501
32941918 -1.95004 39.6255
32921902 -1.94657 39.47975
32901910 -1.98269 39.54837
32901878 -1.93003 39.26248
32901870 -1.91694 39.19098
32901816 -1.82975 38.70819
32881872 -1.94303 39.20602
32841864 -1.97557 39.12887
32821888 -2.03789 39.34046
32821870 -2.00821 39.17964
32821866 -2.00164 39.14392
32801840 -1.98191 38.90868
32781844 -2.01117 38.94161
32761976 -2.25531 40.11729
32761954 -2.21764 39.92105
32761930 -2.17688 39.70687
32761912 -2.14654 39.54618
32741970 -2.2681 40.06088
32741848 -2.06316 38.97163
32721928 -2.21947 39.68319
32721860 -2.10568 39.07599
32721856 -2.09908 39.04026
32701918 -2.22549 39.59106
32701912 -2.21536 39.53751
32681896 -2.21132 39.39176
32681868 -2.16451 39.14171
32642006 -2.44621 40.36754
32641952 -2.3525 39.88568
32641844 -2.17022 38.92153
32621922 -2.32407 39.61511
32621858 -2.21621 39.04371
32601944 -2.38478 39.80847
32601934 -2.36758 39.71925
32601908 -2.32316 39.48724
32601880 -2.2758 39.23728
32582102 -2.68908 41.21313
32581918 -2.36312 39.57356
32562052 -2.62155 40.76503
32561992 -2.51455 40.23052
32561908 -2.36896 39.48138
32542000 -2.55189 40.29886
32541878 -2.34088 39.21067
32522056 -2.67546 40.79466
32522016 -2.60354 40.43841
32521944 -2.47683 39.79665
32521936 -2.46297 39.72531
32502018 -2.63038 40.45321
32501958 -2.52421 39.91848
32501950 -2.51026 39.84719
32501940 -2.49288 39.75801
32501886 -2.40008 39.27623
32481972 -2.57184 40.04034
32462024 -2.6876 40.50064
32461996 -2.63753 40.25124
32461960 -2.57387 39.9304
32461916 -2.49723 39.53801
32461888 -2.44914 39.28818
32441984 -2.63927 40.14132
32441948 -2.57539 39.8205
32421998 -2.68736 40.26302
32421926 -2.56042 39.62125
32401984 -2.68552 40.1353
32401972 -2.66421 40.0284
32381944 -2.63782 39.77579
32361996 -2.75327 40.23615
32361968 -2.70324 39.98668
32361928 -2.63274 39.63012
32361896 -2.57709 39.34472
32361860 -2.51529 39.02347
32341984 -2.75483 40.12621
32341872 -2.55857 39.1276
32341858 -2.53461 39.0026
32322030 -2.86125 40.5328
32321928 -2.67861 39.62411
32321874 -2.584781 39.14246
32321820 -2.49284 38.6604
32301972 -2.77958 40.01323
32282060 -2.96297 40.79364
32282028 -2.90405 40.50888
32281970 -2.79911 39.99236
32281906 -2.6859 39.42192
32281848 -2.58567 38.90446
32262048 -2.9641 40.68377
32262008 -2.89076 40.32775
32261948 -2.78284 39.79333
32261940 -2.76862 39.72202
32261886 -2.6739 39.24054
32241980 -2.86318 40.07535
32241956 -2.82011 39.86157
32241952 -2.81299 39.82593
32241866 -2.66205 39.05911
32222062 -3.03678 40.80211
32221972 -2.87186 40.00106
32221966 -2.8611 39.94761
32202010 -2.96396 40.33635
32202006 -2.95665 40.30075
32201956 -2.86615 39.85546
32181856 -2.71295 38.96086
32162080 -3.14062 40.95285
32162062 -3.10677 40.7928
32162008 -3.00662 40.31236
32161876 -2.77043 39.13626
32142076 -3.15645 40.91418
32142054 -3.1151 40.71854
32142036 -3.08155 40.55842
32142000 -3.01511 40.23806
32141878 -2.7967 39.15107
32121918 -2.89009 39.50464
32102064 -3.18052 40.80122
32102006 -3.07244 40.28527
32101970 -3.00656 39.9648
32101880 -2.84573 39.16282
32081958 -3.00784 39.85484
32062016 -3.13727 40.36804
32062010 -3.12616 40.31465
32042062 -3.24676 40.77392
32042056 -3.2354 40.72065
32042030 -3.18658 40.48946
32042008 -3.14562 40.29372
32041948 -3.03566 39.75961
32041882 -2.91761 39.17149
32001982 -3.14379 40.05611
32001860 -2.92432 38.96921
31982074 -3.33956 40.87117
31962066 -3.34765 40.79689
31961968 -3.16411 39.92523
31921978 -3.22868 40.00797
31921902 -3.09005 39.33123
31901858 -3.03428 38.93599
31861930 -3.20936 39.57127
31861900 -3.15489 39.30409
31861882 -3.12251 39.14372
31841980 -3.3246 40.01315
31841890 -3.15966 39.21189
31761828 -3.13964 38.64682
31701818 -3.18965 38.54831
31681958 -3.46756 39.792
31641924 -3.45004 39.48308
31641874 -3.35816 39.03793
31621954 -3.52895 39.7468
31621872 -3.37723 39.01694
31621858 -3.35179 38.89224
31581972 -3.60886 39.90042
31561992 -3.67006 40.07497
31501972 -3.70086 39.88743
31501966 -3.68943 39.83411
31501930 -3.62076 39.51419
31501886 -3.53923 39.12248
31501868 -3.50609 38.96222
31501858 -3.48777 38.87317
31481998 -3.77385 40.11525
31481844 -3.48483 38.74528
31441840 -3.52274 38.70326
31441828 -3.50089 38.59639
31421824 -3.51618 38.55754
31341830 -3.61734 38.59814
31321954 -3.87298 39.69802
31321930 -3.827 39.4847
31321922 -3.81177 39.41356
31321900 -3.77012 39.21793
31301872 -3.7403 38.96556
31301844 -3.68826 38.71634
31261876 -3.79315 38.99462
31241860 -3.78583 38.849
31201866 -3.8424 38.89584
31161848 -3.853887 38.72913
31121872 -3.94431 38.93602
31101870 -3.96319 38.91493
31021866 -4.04615 38.86612
31001954 -4.23943 39.6447
30981872 -4.10288 38.91279
30901990 -4.42585 39.94712
30881968 -4.40463 39.7485
30802006 -4.57331 40.0718
30702000 -4.67683 40.00212
30661974 -4.66881 39.76381
30621992 -4.74999 39.91903
30561996 -4.82866 39.94126
30401992 -5.00399 39.87755
30381996 -5.03526 39.90939
30341994 -5.07697 39.88454
30321990 -5.09148 39.84557
30261988 -5.1563 39.81808
29701918 -5.6453 39.09537
29581924 -5.79401 39.12612
29581834 -5.60329 38.32954
29561840 -5.63833 38.37902
29541898 -5.78342 38.88869
29541836 -5.65227 38.33986
29461926 -5.9342 39.12127
29461840 -5.75022 38.36049
29421828 -5.77034 38.24597
29401924 -5.99886 39.09123
29361826 -5.83255 38.21785
29261832 -5.95797 38.2518
29221852 -6.04465 38.42161
29001908 -6.41415 38.87424
28901914 -6.54028 38.90769
28781920 -6.68904 38.93705
28721932 -6.784 39.03098
28681916 -6.79262 38.88198
28621900 -6.82374 38.72898
28461908 -7.01809 38.76751
37502154 3.09279 42.25474
37482156 3.06679 42.27168
37482138 3.08624 42.10939
37462124 3.07594 41.98194
37422160 2.99063 42.30228
37262116 2.84424 41.89322
37242118 2.8187 41.90944
36742088 2.25485 41.5952
36142108 1.51651 41.71664
36062122 1.40348 41.83407
36062114 1.41362 41.76231
36022114 1.365949 41.7582
36002120 1.33443 41.80996
36002116 1.33952 41.77405
35982132 1.295 41.91559
35982118 1.31311 41.78992
35982096 1.34115 41.59259
35922130 1.22479 41.89095
35922084 1.2851 41.47869
35862116 1.17265 41.75945
35862110 1.18043 41.70565
35862102 1.19075 41.63389
35842124 1.13837 41.82905
35822116 1.12496 41.75521
35802082 1.14513 41.4478
35762124 1.04295 41.82055
35742144 0.99246 41.99767
35742130 1.01108 41.87219
35742120 1.02435 41.78251
35742112 1.03489 41.71082
35702100 1.00311 41.59896
35662118 0.93164 41.75605
35642116 0.91045 41.73586
35622096 0.91332 41.55442
35602122 0.85478 41.78529
35582116 0.83907 41.72936
35562112 0.8206 41.69132
35482124 0.70902 41.79004
35382120 0.59536 41.74319
35322128 0.51287 41.80791
35282120 0.4763 41.73174
35242112 0.43992 41.65554
33481840 -1.2085 39.00215
31921700 -2.74031 37.52853
31621746 -3.15307 37.89355
31501756 -3.30464 37.96402
31061760 -3.8036 37.9292
30841776 -4.07848 38.03529
30561748 -4.3387 37.73924
30501774 -4.45492 37.96034
30481762 -4.45432 37.85022
30441754 -4.48363 37.77223
30381762 -4.56571 37.83307
30361750 -4.56719 37.72167
30341770 -4.6257 37.89731
30281738 -4.6309 37.60241
30221758 -4.73611 37.76984
30201748 -4.73897 37.67747
30161760 -4.80677 37.77716
30161748 -4.78342 37.67051
30141756 -4.82121 37.7381
30081758 -4.89181 37.74536
30061750 -4.89839 37.67076
30061684 -4.77187 37.08398
30001738 -4.94149 37.55357
29981730 -4.94805 37.47895
29941718 -4.96891 37.36523
29941668 -4.87238 36.92066
29921768 -5.08949 37.80586
29921750 -5.05382 37.64602
29921720 -4.99492 37.37949
29901728 -5.03269 37.44703
29881742 -5.08243 37.56784
29881678 -4.95754 36.99905
29821720 -5.1055 37.36174
29781702 -5.11433 37.19468
29741732 -5.21768 37.45401
29721740 -5.25575 37.52146
29721718 -5.21206 37.32609
29701738 -5.2739 37.50009
29701732 -5.26193 37.44682
29701724 -5.24605 37.3758
29701714 -5.22623 37.28696
29681740 -5.30039 37.51385
29621748 -5.38258 37.57439
29561738 -5.42887 37.47474
29521732 -5.46103 37.4142
29501736 -5.49121 37.44606
29481730 -5.50121 37.38916
29461732 -5.52736 37.40325
29441752 -5.59011 37.57698
29421720 -5.54726 37.28945
29381732 -5.61576 37.38856
29361718 -5.6094 37.26069
29361700 -5.57307 37.10096
29341706 -5.60718 37.15052
29341696 -5.58702 37.06179
29341684 -5.56292 36.95528
29321682 -5.58089 36.93385
29301726 -5.69189 37.32057
29301690 -5.61891 37.00119
29261730 -5.7442 37.34863
29261662 -5.60665 36.74528
29221704 -5.7352 37.11063
29221700 -5.72709 37.07515
29201666 -5.68037 36.76973
29181758 -5.89044 37.5819
29161684 -5.76055 36.92207
29081716 -5.9139 37.19093
29041754 -6.03703 37.5201
29041708 -5.94144 37.11251
29021666 -5.87744 36.73628
29021660 -5.86527 36.68306
29001728 -6.0269 37.28222
29001674 -5.91561 36.80352
28981732 -6.05728 37.31388
28941694 -6.02245 36.96957
28941672 -5.97723 36.77451
28921756 -6.17394 37.51503
28921702 -6.06095 37.03671
28921678 -6.01144 36.82394
28921674 -6.00324 36.78848
28901658 -5.99236 36.64283
28841702 -6.14884 37.02153
28821646 -6.05521 36.52128
28801616 -6.01598 36.25137
28741750 -6.35954 37.42678
28741666 -6.18363 36.68343
28721752 -6.3864 37.44123
28721676 -6.22626 36.76827
28701666 -6.22738 36.67582
28661678 -6.29609 36.77449
28601668 -6.3408 36.67439
28421754 -6.72175 37.40038
28301756 -6.85842 37.39431
28241746 -6.90257 37.29403
33001754 -1.61941 38.16719
53644486 30.22582 62.11366
52384546 28.21297 62.93769
52064590 27.83961 63.39216
52044544 27.55623 62.99759
52024564 27.6239 63.17568
51944554 27.4184 63.10532
51764582 27.21914 63.39025
51544566 26.70895 63.29824
51444632 26.85497 63.89457
51244618 26.38964 63.81496
51204708 26.77921 64.60855
52864294 27.8063 60.64538
52824286 27.69729 60.58498
52704318 27.63788 60.88911
52484284 27.08647 60.64217
52204324 26.77168 61.05002
52204280 26.57083 60.66705
52204276 26.55352 60.63194
52184320 26.71454 61.01909
52124290 26.47396 60.77067
52064272 26.28319 60.62557
52044284 26.30542 60.73491
52004278 26.20665 60.68927
51984268 26.12762 60.60757
51884268 25.95274 60.62921
51884254 25.8897 60.50556
51884252 25.88092 60.48815
51844280 25.93026 60.74072
51844232 25.72914 60.31977
51764280 25.78887 60.7569
51764276 25.76997 60.72154
51764242 25.62795 60.42381
51764240 25.61784 60.4074
51684292 25.69633 60.87753
51644382 26.02067 61.67204
51584284 25.48408 60.82758
51464328 25.45388 61.23577
51464314 25.3942 61.11323
51424242 25.02208 60.49122
51424230 24.97552 60.38519
51404284 25.16022 60.86211
51344234 24.84637 60.43396
51224230 24.6211 60.42255
51204270 24.73944 60.77955
51204248 24.65658 60.5842
51164234 24.53029 60.4687
51124312 24.7705 61.16063
51084210 24.29568 60.27251
50904192 23.90777 60.14495
50884234 24.03252 60.51849
50824192 23.769 60.16031
50664222 23.59558 60.4521
50664204 23.53 60.29353
50564224 23.42461 60.48674
50524204 23.28174 60.31727
50504230 23.33896 60.55016
50504206 23.2532 60.33874
50484204 23.21172 60.32396
50464202 23.16713 60.30973
50464184 23.10497 60.15093
50384260 23.23397 60.83426
50364240 23.12441 60.66176
50284232 22.95147 60.60317
50264180 22.73824 60.14834
50244184 22.71477 60.18689
50224262 22.95074 60.87862
50224180 22.66668 60.15484
50184236 22.78736 60.65574
50144242 22.7373 60.71508
50144222 22.66763 60.53835
50104220 22.58919 60.52705
50084240 22.62261 60.70705
50084198 22.47918 60.33596
49964190 22.23939 60.28402
49904230 22.26475 60.64702
49864226 22.17909 60.61784
49824240 22.15347 60.74784
49784196 21.93831 60.36466
49744242 22.016 60.77787
49724240 21.97311 60.76313
49624230 21.76051 60.68962
49604250 21.79141 60.87055
49544254 21.69415 60.91424
49504222 21.51993 60.63616
51524432 26.02664 62.13306
51224476 25.66632 62.57809
51004346 24.69031 61.48191
50904334 24.4596 61.39463
50864488 25.03736 62.75362
50504316 23.65852 61.30685
50464292 23.49465 61.10294
50424332 23.57258 61.46213
50284502 23.98696 62.98397
50264304 23.17519 61.24259
50264288 23.11718 61.10157
50224370 23.34678 61.83134
50224340 23.23445 61.56681
50204314 23.10156 61.34088
50164518 23.82191 63.14618
50164494 23.72287 62.93466
50164284 22.92043 61.08267
50144312 22.98447 61.33298
50104274 22.77592 61.00412
50024284 22.66586 61.10524
50004398 23.04234 62.11547
50004294 22.66469 61.19677
49904446 23.03484 62.55562
49864510 23.20811 63.1274
49844302 22.3996 61.2931
49844296 22.37921 61.23979
49804360 22.52949 61.81216
49784574 23.30988 63.70593
49744548 23.12573 63.48315
49724574 23.19356 63.71566
49724506 22.92099 63.11547
49704408 22.51397 62.25222
49704296 22.12277 61.26176
49684564 23.07193 63.63448
49644502 22.75101 63.09259
49604566 22.92198 63.66553
49604276 21.87346 61.09998
49564534 22.71775 63.38915
49564300 21.87946 61.31857
49464312 21.73523 61.43979
49404536 22.41375 63.43343
49404492 22.24919 63.04291
49404432 22.03159 62.51183
49404266 21.47669 61.04098
49364502 22.20884 63.13782
49184414 21.55095 62.38519
49184374 21.41857 62.03063
49164472 21.7122 62.90366
49144492 21.74323 63.08293
49064428 21.36983 62.52614
51524864 28.3391 65.89246
50804640 25.62963 64.09778
