"SITE_id" "LONG" "LAT"
43442986 10.32069 49.98597
43402970 10.26412 49.84222
43362996 10.20952 50.07614
43343040 10.18326 50.47165
43342968 10.18062 49.82442
43302984 10.12545 49.96838
43262960 10.06936 49.75262
43182942 9.95852 49.59076
43143006 9.90201 50.16621
43122984 9.87456 49.96835
43082978 9.819 49.91434
43042964 9.76398 49.78835
43022974 9.73569 49.87823
43022962 9.73637 49.77029
42682952 9.26575 49.67833
42602992 9.14828 50.03754
42582976 9.12381 49.89352
43942820 10.98723 48.48905
43882828 10.90738 48.56172
43822800 10.822 48.31044
43802784 10.79282 48.16672
43682872 10.64162 48.95937
43662810 10.60725 48.40193
43622874 10.55992 48.97779
43622798 10.55232 48.29414
43482814 10.36526 48.43909
43462782 10.33583 48.15104
43382794 10.22867 48.25927
43362816 10.20269 48.45726
43362802 10.2022 48.33132
43342774 10.17437 48.07943
43242812 10.04048 48.42146
46283270 14.52146 52.45336
46223292 14.45101 52.65413
46183272 14.3741 52.47694
46163286 14.357114 52.603576
46143292 14.33297 52.65842
46143288 14.32942 52.62257
46103302 14.28266 52.75027
46083280 14.23404 52.55401
46063270 14.19601 52.46536
46023334 14.19191 53.04146
45983376 14.16868 53.42026
45983304 14.10686 52.77443
45963342 14.1094 53.11629
45963328 14.09753 52.99072
45903358 14.03331 53.26285
45883320 13.97193 52.92295
45803340 13.86917 53.10624
45743270 13.72577 52.48101
45703360 13.73552 53.2904
45703288 13.68037 52.64434
45683350 13.69784 53.20157
45563356 13.52286 53.2608
45563342 13.51261 53.13516
45543316 13.46406 52.90267
45423338 13.3009 53.10515
45423288 13.26891 52.65781
45363322 13.19625 52.96363
45103308 12.8077 52.84797
44843348 12.44036 53.21555
44823334 12.40346 53.09041
44803324 12.36868 53.00122
44663338 12.16655 53.13086
44643358 12.14558 53.31103
44623324 12.10067 53.00615
44483338 11.89783 53.13538
44343342 11.68998 53.17443
45943172 13.9416 51.59219
45783202 13.73318 51.86892
45743204 13.67656 51.88873
45663154 13.52542 51.44353
45583154 13.41173 51.44847
45523162 13.33329 51.52473
45323202 13.06572 51.88823
45283282 13.05648 52.60785
45243288 13.00247 52.66476
45123286 12.82288 52.6497
45123226 12.7894 52.11085
45103282 12.79306 52.61477
45103272 12.78423 52.52612
45023284 12.67446 52.63528
44843230 12.38437 52.15487
44763286 12.29074 52.66096
42683024 9.25619 50.32535
42503014 9.0051 50.23389
42423010 8.89366 50.19684
42403026 8.86204 50.34042
42363036 8.80375 50.42973
42343028 8.77747 50.35752
42322970 8.76351 49.83565
42303034 8.71984 50.41082
42263008 8.67014 50.17649
42142970 8.51285 49.83284
42142960 8.51559 49.74291
42122956 8.48893 49.70659
42082950 8.43532 49.6519
42062956 8.40582 49.70543
42002996 8.30889 50.06417
42683078 9.24705 50.8111
42623080 9.16261 50.82848
42463068 8.938 50.71874
42463054 8.94144 50.59285
42423082 8.87835 50.84405
42363058 8.79872 50.62747
42323086 8.7354 50.87853
42323068 8.73976 50.71667
42323054 8.74337 50.59111
42323042 8.74603 50.48307
42223048 8.60357 50.53535
42123052 8.46137 50.56953
41823036 8.04394 50.41927
43183122 9.95717 51.20913
43043060 9.75963 50.65147
43023088 9.72989 50.90312
42843100 9.47231 51.01053
42783118 9.3852 51.1715
42783106 9.38608 51.06335
42763102 9.35895 51.02762
42683096 9.24543 50.97288
42643126 9.18375 51.2421
42623116 9.15668 51.15202
42483136 8.95216 51.33053
42323104 8.731 51.04032
46063374 14.28703 53.39812
46043364 14.24808 53.30948
46003362 14.18645 53.29362
45963382 14.14386 53.47506
45563438 13.58434 53.99663
45483438 13.46252 54.00013
45463368 13.38162 53.37277
45383374 13.26565 53.42989
45283408 13.13775 53.73905
45203446 13.0412 54.08326
45183394 12.97751 53.61717
45163414 12.95965 53.79747
45143454 12.95468 54.15737
45123358 12.8656 53.29733
44903466 12.59425 54.2732
44883396 12.52551 53.64535
44843450 12.49358 54.13151
44843414 12.47302 53.81126
44843366 12.44956 53.37718
44823406 12.43999 53.737
44823394 12.43381 53.62924
44783364 12.35961 53.36103
44703378 12.24494 53.48903
44703374 12.24306 53.45311
44643430 12.17845 53.95771
44603404 12.10587 53.72524
44603400 12.1041 53.68931
44563434 12.05841 53.99573
44543376 12.00315 53.47527
44523360 11.96645 53.33205
44443392 11.85885 53.62139
44443356 11.84485 53.29803
44423440 11.84741 54.05301
44423422 11.84031 53.89132
44423382 11.8248 53.53201
44343418 11.71724 53.85715
44303366 11.63837 53.39085
44163360 11.42621 53.33961
44083356 11.30506 53.30502
44063400 11.28688 53.70066
44023416 11.23329 53.84511
43983400 11.16579 53.70188
43983378 11.1604 53.50422
43943432 11.11432 53.99269
43943420 11.10994 53.88214
43943410 11.1076 53.79229
43923394 11.0721 53.65062
43903360 11.03592 53.34357
43843242 10.92319 52.28399
43803270 10.8695 52.53607
43723216 10.74344 52.05159
43703224 10.71547 52.12369
43663282 10.6648 52.64522
43663254 10.661 52.39346
43583270 10.54529 52.53798
43583252 10.54333 52.37625
43543284 10.48774 52.66405
43503258 10.42634 52.43063
43463232 10.36563 52.19715
43443270 10.33904 52.53875
43443256 10.338 52.41298
43383214 10.24773 52.03569
43363252 10.22028 52.37727
43283160 10.10093 51.55058
43083194 9.81147 51.85631
43023172 9.72503 51.6581
43303228 10.13152 52.1617
43083270 9.80837 52.53907
43043230 9.75136 52.17949
42903252 9.54469 52.37654
42803238 9.40058 52.25021
42803220 9.40186 52.08837
42763282 9.33543 52.64524
42683234 9.22473 52.21301
42683216 9.2274 52.05139
42623274 9.12973 52.57206
42583236 9.07855 52.23015
42563286 9.03892 52.67914
42543292 9.00813 52.73281
42543270 9.01264 52.53516
42483322 8.91282 53.0017
42323288 8.68352 52.6937
42223296 8.53337 52.76389
44123312 11.35261 52.90904
44023336 11.20978 53.12604
43883332 10.99876 53.09133
43843350 10.94374 53.25373
43843308 10.93577 52.8768
43763306 10.81662 52.85989
43683358 10.70537 53.32799
43683334 10.70185 53.11232
43583360 10.55552 53.34674
43583330 10.55206 53.07715
43583324 10.55126 53.02324
43583306 10.54932 52.86141
43483308 10.40104 52.88005
43443356 10.34505 53.31156
43403342 10.2842 53.18592
43323334 10.16427 53.11418
43303272 10.13269 52.55715
43263302 10.07417 52.82679
43143286 9.89648 52.68297
43083324 9.80628 53.02433
43063370 9.77431 53.43767
43023370 9.71394 53.4374
42923304 9.56963 52.84398
42903356 9.5349 53.31117
42863378 9.47265 53.50864
42863320 9.47889 52.98748
42863302 9.48083 52.82541
42763300 9.33269 52.80699
42723338 9.26766 53.14808
42683378 9.20117 53.50691
42623368 9.11273 53.41665
42623332 9.11935 53.09318
42503366 8.93155 53.39667
42243402 8.53086 53.71663
42223398 8.50184 53.68029
42083332 8.31352 53.08459
42003238 8.22878 52.2387
41983298 8.17723 52.77699
41963222 8.1759 52.0938
41903278 8.06659 52.59548
41863326 7.98783 53.02566
41863224 8.02925 52.10937
41823346 7.92013 53.20495
